West Eifel Volcanic Field,Germany,210010
Barkhatnaya Sopka,Russia,300084
Bolshe-Bannaya,Russia,300087
Koryaksky,Russia,300090
Avachinsky,Russia,300100
Dzenzursky,Russia,300110
Zhupanovsky,Russia,300120
Veer,Russia,300121
Kostakan,Russia,300122
Bakening,Russia,300123
Zavaritsky,Russia,300124
Akademia Nauk,Russia,300125
Karymsky,Russia,300130
Maly Semyachik,Russia,300140
Bolshoi Semiachik,Russia,300150
Taunshits,Russia,300160
Uzon,Russia,300170
Kikhpinych,Russia,300180
Krasheninnikov,Russia,300190
Kronotsky,Russia,300200
Schmidt,Russia,300201
Gamchen,Russia,300210
Komarov,Russia,300220
Vysoky,Russia,300221
Kizimen,Russia,300230
Tolbachik,Russia,300240
Udina,Russia,300241
Zimina,Russia,300242
Bezymianny,Russia,300250
Kamen,Russia,300251
Klyuchevskoy,Russia,300260
Ushkovsky,Russia,300261
Sheveluch,Russia,300270
Piip,Russia,300271
Khangar,Russia,300272
Cherpuk Group,Russia,300273
Ichinsky,Russia,300280
Maly Payalpan,Russia,300290
Bolshoi Payalpan,Russia,300300
Plosky,Russia,300310
Akhtang,Russia,300320
Kozyrevsky,Russia,300330
Romanovka,Russia,300340
Uksichan,Russia,300350
Bolshoi-Kekuknaysky,Russia,300360
Kulkev,Russia,300370
Geodesistoy,Russia,300380
Anaun,Russia,300390
Krainy,Russia,300400
Kekurny,Russia,300410
Eggella,Russia,300420
Verkhovoy,Russia,300440
Alney-Chashakondzha,Russia,300450
Cherny,Russia,300460
Pogranychny,Russia,300470
Zaozerny,Russia,300480
Bliznets,Russia,300490
Kebeney,Russia,300500
Fedotych,Russia,300510
Shisheika,Russia,300511
Terpuk,Russia,300512
Sedankinsky,Russia,300520
Leutongey,Russia,300530
Tuzovsky,Russia,300540
Gorny Institute,Russia,300550
Kinenin,Russia,300551
Bliznetsy,Russia,300552
Titila,Russia,300560
Mezhdusopochny,Russia,300570
Shishel,Russia,300580
Elovsky,Russia,300590
Alngey,Russia,300600
Uka,Russia,300610
Kaileney,Russia,300620
Plosky,Russia,300630
Bely,Russia,300640
Nylgimelkin,Russia,300650
Snezhniy,Russia,300660
Iktunup,Russia,300670
Spokoiny,Russia,300671
Ostry,Russia,300680
Snegovoy,Russia,300690
Severny,Russia,300700
Iettunup,Russia,300710
Voyampolsky,Russia,300720
Udokan Plateau,Russia,302030
Vitim Plateau,Russia,302040
Tunkin Depression,Russia,302050
Jom-Bolok,Russia,302060
Azas Plateau,Russia,302070
Taryatu-Chulutu,Mongolia,303010
Khanuy Gol,Mongolia,303020
Bus-Obo,Mongolia,303030
Dariganga Volcanic Field,Mongolia,303040
Middle Gobi,Mongolia,303050
Kunlun Volcanic Group,China,304030
Honggeertu,China,305010
Arxan-Chaihe,China,305011
Keluo Group,China,305020
Wudalianchi,China,305030
Jingbo,China,305040
Longgang Group,China,305050
Changbaishan,China-North Korea,305060
Ch'uga-ryong,North Korea-South Korea,306020
Ulreung,South Korea,306030
Halla,South Korea,306040
Buldir,United States,311010
Kiska,United States,311020
Segula,United States,311030
Davidof,United States,311040
Little Sitkin,United States,311050
Semisopochnoi,United States,311060
Gareloi,United States,311070
Tanaga,United States,311080
Takawangha,United States,311090
Bobrof,United States,311100
Kanaga,United States,311110
Moffett,United States,311111
Great Sitkin,United States,311120
Kasatochi,United States,311130
Koniuji,United States,311140
Atka,United States,311160
Korovin,United States,311161
Seguam,United States,311180
Amukta,United States,311190
Chagulak,United States,311200
Yunaska,United States,311210
Herbert,United States,311220
Carlisle,United States,311230
Cleveland,United States,311240
Tana,United States,311241
Uliaga,United States,311250
Kagamil,United States,311260
Vsevidof,United States,311270
Recheschnoi,United States,311280
Okmok,United States,311290
Bogoslof,United States,311300
Makushin,United States,311310
Akutan,United States,311320
Westdahl,United States,311340
Fisher,United States,311350
Shishaldin,United States,311360
Isanotski,United States,311370
Roundtop,United States,311380
Amak,United States,311390
Frosty,United States,312010
Dutton,United States,312011
Emmons Lake,United States,312020
Pavlof,United States,312030
Pavlof Sister,United States,312040
Dana,United States,312050
Stepovak Bay 2,United States,312051
Stepovak Bay 3,United States,312052
Stepovak Bay 4,United States,312053
Kupreanof,United States,312060
Veniaminof,United States,312070
Black Peak,United States,312080
Aniakchak,United States,312090
Yantarni,United States,312100
Chiginagak,United States,312110
Kialagvik,United States,312120
Ugashik-Peulik,United States,312130
Ukinrek Maars,United States,312131
Unnamed,United States,312132
Martin,United States,312140
Mageik,United States,312150
Trident,United States,312160
Katmai,United States,312170
Novarupta,United States,312180
Griggs,United States,312190
Snowy Mountain,United States,312200
Denison,United States,312210
Steller,United States,312220
Kukak,United States,312230
Kaguyak,United States,312250
Fourpeaked,United States,312260
Douglas,United States,312270
Augustine,United States,313010
Iliamna,United States,313020
Redoubt,United States,313030
Spurr,United States,313040
Hayes,United States,313050
St. Paul Island,United States,314010
Ingakslugwat Hills,United States,314030
St. Michael,United States,314040
Imuruk Lake,United States,314060
Buzzard Creek,United States,315001
Wrangell,United States,315020
Churchill,United States,315030
Edgecumbe,United States,315040
Duncan Canal,United States,315050
Tlevak Strait-Suemez Is.,United States,315060
Behm Canal-Rudyerd Bay,United States,315070
Fort Selkirk,Canada,320010
Alligator Lake,Canada,320020
Atlin Volcanic Field,Canada,320030
Tuya Volcanic Field,Canada,320031
Heart Peaks,Canada,320040
Level Mountain,Canada,320050
Edziza,Canada,320060
Spectrum Range,Canada,320070
Hoodoo Mountain,Canada,320080
Iskut-Unuk River Cones,Canada,320090
Tseax River Cone,Canada,320100
Crow Lagoon,Canada,320110
Milbanke Sound Group,Canada,320120
Nazko,Canada,320140
Wells Gray-Clearwater,Canada,320150
Silverthrone,Canada,320160
Bridge River Cones,Canada,320170
Meager,Canada,320180
Garibaldi Lake,Canada,320190
Garibaldi,Canada,320200
Cayley Volcanic Field,Canada,320811
Baker,United States,321010
Glacier Peak,United States,321020
Rainier,United States,321030
Adams,United States,321040
St. Helens,United States,321050
West Crater,United States,321060
Indian Heaven,United States,321070
Hood,United States,322010
Jefferson,United States,322020
Blue Lake Crater,United States,322030
Sand Mountain Field,United States,322040
Belknap,United States,322060
Three Sisters,United States,322070
Bachelor,United States,322090
Davis Lake,United States,322100
Newberry,United States,322110
Devils Garden,United States,322120
Cinnamon Butte,United States,322150
Crater Lake,United States,322160
Diamond Craters,United States,322170
Jordan Craters,United States,322190
Shasta,United States,323010
Medicine Lake,United States,323020
Lassen Volcanic Center,United States,323080
Clear Lake,United States,323100
Mono Lake Volcanic Field,United States,323110
Mono-Inyo Craters,United States,323120
Mammoth Mountain,United States,323150
Ubehebe Craters,United States,323160
Golden Trout Creek,United States,323170
Lavic Lake,United States,323190
Salton Buttes,United States,323200
Black Butte Crater Lava Field,United States,324010
Craters of the Moon,United States,324020
Wapi Lava Field,United States,324030
Hell's Half Acre,United States,324040
Yellowstone,United States,325010
Soda Lakes,United States,326010
Markagunt Plateau,United States,327040
Black Rock Desert,United States,327050
Carrizozo,United States,327110
Zuni-Bandera,United States,327120
Red Hill,United States,327812
Dotsero,United States,328010
Uinkaret Field,United States,329010
San Francisco Volcanic Field,United States,329020
West Valley Segment,Canada,331005
Endeavour Segment,Canada,331010
Cobb Segment,Canada,331011
CoAxial Segment,Undersea Features,331020
Axial Seamount,Undersea Features,331021
Cleft Segment,Undersea Features,331030
North Gorda Ridge Segment,Undersea Features,331031
Jackson Segment,Undersea Features,331032
Escanaba Segment,Undersea Features,331040
East Blanco Depression,Undersea Features,331060
Loihi,United States,332000
Kilauea,United States,332010
Mauna Loa,United States,332020
Mauna Kea,United States,332030
Hualalai,United States,332040
Haleakala,United States,332060
Teahitia,France,333010
Rocard,France,333020
Moua Pihaa,France,333030
Mehetia,France,333040
Adams Seamount,Undersea Features,333050
Macdonald,Undersea Features,333060
Northern EPR at 17°N,Undersea Features,334020
Northern EPR at 16°N,Undersea Features,334021
Northern EPR at 10.7°N,Undersea Features,334040
Northern EPR at 9.8°N,Undersea Features,334050
Galapagos Rift,Undersea Features,334070
Southern EPR at 8°S,Undersea Features,334100
Southern EPR-Segment K,Undersea Features,334120
Southern EPR-Segment J,Undersea Features,334130
Southern EPR-Segment I,Undersea Features,334140
Hollister Ridge,Undersea Features,335020
Udintsev Transform,Undersea Features,335030
"Prieto, Cerro",Mexico,341000
Pinacate,Mexico,341001
San Quintin Volcanic Field,Mexico,341002
"San Luis, Isla",Mexico,341003
Jaraguay Volcanic Field,Mexico,341004
Coronado,Mexico,341005
Guadalupe,Mexico,341006
San Borja Volcanic Field,Mexico,341007
Tres Virgenes,Mexico,341010
"Tortuga, Isla",Mexico,341011
Comondu-La Purisima,Mexico,341012
Barcena,Mexico,341020
Socorro,Mexico,341021
Durango Volcanic Field,Mexico,341022
"Isabel, Isla",Mexico,341023
Sanganguey,Mexico,341024
Ceboruco,Mexico,341030
Mascota Volcanic Field,Mexico,341031
Colima,Mexico,341040
Michoacan-Guanajuato,Mexico,341060
Zitacuaro-Valle de Bravo,Mexico,341061
Jocotitlan,Mexico,341062
"Toluca, Nevado de",Mexico,341070
Chichinautzin,Mexico,341080
Papayo,Mexico,341081
Iztaccihuatl,Mexico,341082
Popocatepetl,Mexico,341090
"Malinche, La",Mexico,341091
Serdan-Oriental,Mexico,341092
"Humeros, Los",Mexico,341093
"Atlixcos, Los",Mexico,341094
Naolinco Volcanic Field,Mexico,341095
Cofre de Perote,Mexico,341096
"Gloria, La",Mexico,341097
"Cumbres,  Las",Mexico,341098
"Orizaba, Pico de",Mexico,341100
San Martin,Mexico,341110
"Chichon, El",Mexico,341120
Tacana,Mexico-Guatemala,341130
Tajumulco,Guatemala,342020
Santa Maria,Guatemala,342030
Almolonga,Guatemala,342040
Atitlan,Guatemala,342060
Toliman,Guatemala,342070
Acatenango,Guatemala,342080
Fuego,Guatemala,342090
Agua,Guatemala,342100
Pacaya,Guatemala,342110
Cuilapa-Barbarena,Guatemala,342111
Tecuamburro,Guatemala,342120
Jumaytepeque,Guatemala,342121
Moyuta,Guatemala,342130
Flores,Guatemala,342140
Tahual,Guatemala,342141
"Santiago, Cerro",Guatemala,342150
Suchitan,Guatemala,342160
Chingo,Guatemala-El Salvador,342170
Ixtepeque,Guatemala,342180
Ipala,Guatemala,342190
Chiquimula Volcanic Field,Guatemala,342200
Quezaltepeque,Guatemala,342210
San Diego,El Salvador-Guatemala,343001
"Singuil, Cerro",El Salvador,343002
Apaneca Range,El Salvador,343010
Santa Ana,El Salvador,343020
Izalco,El Salvador,343030
Coatepeque Caldera,El Salvador,343041
San Salvador,El Salvador,343050
"Cinotepeque, Cerro",El Salvador,343051
Guazapa,El Salvador,343052
Ilopango,El Salvador,343060
San Vicente,El Salvador,343070
Apastepeque Field,El Salvador,343071
Taburete,El Salvador,343072
Tecapa,El Salvador,343080
Usulutan,El Salvador,343081
"Tigre, El",El Salvador,343082
Chinameca,El Salvador,343090
San Miguel,El Salvador,343100
"Aramuaca, Laguna",El Salvador,343101
"Tigre, Isla el",Honduras,343130
"Zacate Grande, Isla",Honduras,343140
"Yojoa, Lake",Honduras,343150
Utila Island,Honduras,343160
Cosiguina,Nicaragua,344010
San Cristobal,Nicaragua,344020
Telica,Nicaragua,344040
Rota,Nicaragua,344060
"Negro, Cerro",Nicaragua,344070
"Pilas, Las",Nicaragua,344080
Momotombo,Nicaragua,344090
Apoyeque,Nicaragua,344091
Nejapa-Miraflores,Nicaragua,344092
Masaya,Nicaragua,344100
Granada,Nicaragua,344101
Mombacho,Nicaragua,344110
Zapatera,Nicaragua,344111
Concepcion,Nicaragua,344120
Esteli,Nicaragua,344131
"Ciguatepe, Cerro el",Nicaragua,344132
"Lajas, Las",Nicaragua,344133
"Azul, Volcan",Nicaragua,344140
Orosi,Costa Rica,345010
Rincon de la Vieja,Costa Rica,345020
Miravalles,Costa Rica,345030
Tenorio,Costa Rica,345031
Arenal,Costa Rica,345033
Platanar,Costa Rica,345034
Poas,Costa Rica,345040
Barva,Costa Rica,345050
Irazu,Costa Rica,345060
Turrialba,Costa Rica,345070
Baru,Panama,346010
"Valle, El",Panama,346030
Romeral,Colombia,351011
"Bravo, Cerro",Colombia,351012
"Ruiz, Nevado del",Colombia,351020
Santa Isabel,Colombia,351021
"Tolima, Nevado del",Colombia,351030
Machin,Colombia,351040
"Huila, Nevado del",Colombia,351050
Purace,Colombia,351060
Sotara,Colombia,351061
Petacas,Colombia,351062
Dona Juana,Colombia,351070
Galeras,Colombia,351080
Azufral,Colombia,351090
Cumbal,Colombia,351100
Chiles-Cerro Negro,Colombia-Ecuador,351110
Soche,Ecuador,352001
Chachimbiro,Ecuador,352002
Cuicocha,Ecuador,352003
Imbabura,Ecuador,352004
Mojanda,Ecuador,352005
Cayambe,Ecuador,352006
Reventador,Ecuador,352010
Pululagua,Ecuador,352011
Guagua Pichincha,Ecuador,352020
Atacazo,Ecuador,352021
Chacana,Ecuador,352022
Antisana,Ecuador,352030
Aliso,Ecuador,352031
Sumaco,Ecuador,352040
Illiniza,Ecuador,352041
Cotopaxi,Ecuador,352050
Quilotoa,Ecuador,352060
Chimborazo,Ecuador,352071
Tungurahua,Ecuador,352080
Licto,Ecuador,352081
Sangay,Ecuador,352090
Fernandina,Ecuador,353010
Ecuador,Ecuador,353011
Wolf,Ecuador,353020
Darwin,Ecuador,353030
Alcedo,Ecuador,353040
"Negra, Sierra",Ecuador,353050
"Azul, Cerro",Ecuador,353060
Pinta,Ecuador,353070
Marchena,Ecuador,353080
Genovesa,Ecuador,353081
Santiago,Ecuador,353090
Santa Cruz,Ecuador,353091
San Cristobal,Ecuador,353120
Quimsachata,Peru,354000
"Auquihuato, Cerro",Peru,354001
Sara Sara,Peru,354002
Coropuna,Peru,354003
Andahua-Orcopampa,Peru,354004
Huambo,Peru,354005
Sabancaya,Peru,354006
"Chachani, Nevado",Peru,354007
"Nicholson, Cerro",Peru,354008
"Misti, El",Peru,354010
Ubinas,Peru,354020
Huaynaputina,Peru,354030
Ticsani,Peru,354031
Tutupaca,Peru,354040
Yucamane,Peru,354050
"Casiri, Nevados",Peru,354060
Tacora,Chile-Peru,355010
Taapaca,Chile,355011
Parinacota,Chile-Bolivia,355012
Guallatiri,Chile,355020
Tambo Quemado,Bolivia,355021
Isluga,Chile,355030
Tata Sabaya,Bolivia,355032
"Jayu Khota, Laguna",Bolivia,355035
Jatun Mundo Quri Warani,Bolivia,355036
Irruputuncu,Chile-Bolivia,355040
Pampa Luxsar,Bolivia,355042
Olca-Paruma,Chile-Bolivia,355050
"Azufre, Cerro del",Chile,355061
San Pedro-San Pablo,Chile,355070
Putana,Chile,355090
Sairecabur,Chile-Bolivia,355091
Licancabur,Chile-Bolivia,355092
Guayaques,Chile-Bolivia,355093
Purico Complex,Chile,355094
Colachi,Chile,355095
Acamarachi,Chile,355096
"Overo, Cerro",Chile,355097
Chiliques,Chile,355098
Lascar,Chile,355100
Cordon de Puntas Negras,Chile,355101
Miniques,Chile,355102
"Tujle, Cerro",Chile,355103
Caichinque,Chile,355104
Tilocalar,Chile,355105
"Negrillar, El",Chile,355106
Pular,Chile,355107
"Negrillar, La",Chile,355108
Socompa,Chile-Argentina,355109
Llullaillaco,Chile-Argentina,355110
Escorial,Chile-Argentina,355112
Lastarria,Chile-Argentina,355120
Cordon del Azufre,Chile-Argentina,355121
"Bayo Gorbea, Cerro",Chile-Argentina,355122
"Nevada, Sierra",Chile-Argentina,355123
Falso Azufre,Chile-Argentina,355124
"Incahuasi, Nevado de",Chile-Argentina,355125
"Ojos del Salado, Nevados",Chile-Argentina,355130
"Solo, El",Chile-Argentina,355131
Tuzgle,Argentina,355150
Aracar,Argentina,355160
Unnamed,Argentina,355161
Antofagasta Volcanic Field,Argentina,355180
"Condor, El",Argentina,355190
Peinado,Argentina,355200
"Blanco, Cerro",Argentina,355210
Tipas,Argentina,355220
Easter Island,Chile,356011
Tupungatito,Chile-Argentina,357010
San Jose,Chile-Argentina,357020
Maipo,Chile-Argentina,357021
Palomo,Chile,357022
"Atuel, Caldera del",Argentina,357023
Risco Plateado,Argentina,357024
Tinguiririca,Chile,357030
Planchon-Peteroa,Chile,357040
Infiernillo,Argentina,357041
Calabozos,Chile,357042
Descabezado Grande,Chile,357050
"Azul, Cerro",Chile,357060
"Maule, Laguna del",Chile,357061
San Pedro-Pellado,Chile,357062
"Longavi, Nevado de",Chile,357063
"Blancas, Lomas",Chile,357064
"Resago, Volcan",Chile,357065
Payun Matru,Argentina,357066
Domuyo,Argentina,357067
"Chillan, Nevados de",Chile,357070
Tromen,Argentina,357072
Antuco,Chile,357080
Trolon,Argentina,357081
Copahue,Chile-Argentina,357090
Callaqui,Chile,357091
"Mariñaqui, Laguna",Chile,357092
Tolhuaca,Chile,357093
Lonquimay,Chile,357100
Tralihue,Argentina,357101
"Blanca, Laguna",Argentina,357102
Llaima,Chile,357110
Sollipulli,Chile,357111
Caburgua-Huelemolle,Chile,357112
Villarrica,Chile,357120
Quetrupillan,Chile,357121
Lanin,Chile-Argentina,357122
Huanquihue Group,Argentina,357123
Mocho-Choshuenco,Chile,357130
Carrán-Los Venados,Chile,357140
Puyehue-Cordon Caulle,Chile,357150
"Pantojo, Cerro",Chile-Argentina,357152
Antillanca Group,Chile,357153
Puntiagudo-Cordon Cenizos,Chile,357160
Osorno,Chile,358010
Tronador,Chile-Argentina,358011
Cayutue-La Vigueria,Chile,358012
Calbuco,Chile,358020
Yate,Chile,358022
Hornopiren,Chile,358023
Apagado,Chile,358024
Crater Basalt Volcanic Field,Argentina,358025
Huequi,Chile,358030
Michinmahuida,Chile,358040
Chaiten,Chile,358041
Yanteles,Chile,358049
Corcovado,Chile,358050
Palena Volcanic Group,Chile,358051
Melimoyu,Chile,358052
Puyuhuapi,Chile,358053
Mentolat,Chile,358054
Cay,Chile,358055
Maca,Chile,358056
"Hudson, Cerro",Chile,358057
Arenales,Chile,358059
Lautaro,Chile,358060
Viedma,Argentina,358061
Aguilera,Chile,358062
Reclus,Chile,358063
Meullin,Chile,358064
"Burney, Monte",Chile,358070
Pali-Aike Volcanic Field,Chile-Argentina,358080
Fueguino,Chile,358090
Saba,Netherlands,360010
"Quill, The",Netherlands,360020
Liamuiga,Saint Kitts and Nevis,360030
Nevis Peak,Saint Kitts and Nevis,360040
Soufriere Hills,United Kingdom,360050
Soufriere Guadeloupe,France,360060
"Diables, Morne aux",Dominica,360080
"Diablotins, Morne",Dominica,360090
"Trois Pitons, Morne",Dominica,360100
"Watt, Morne",Dominica,360101
"Plat Pays, Morne",Dominica,360110
Pelee,France,360120
Qualibou,Saint Lucia,360140
Soufriere St. Vincent,Saint Vincent and the Grenadines,360150
Kick 'em Jenny,Grenada,360160
St. Catherine,Grenada,360170
Snaefellsjokull,Iceland,370010
Helgrindur,Iceland,370020
Ljosufjoll,Iceland,370030
Reykjanes,Iceland,371020
Krysuvik,Iceland,371030
Brennisteinsfjoll,Iceland,371040
Hengill,Iceland,371050
Hromundartindur,Iceland,371051
Grimsnes,Iceland,371060
Prestahnukur,Iceland,371070
Langjokull,Iceland,371080
Hofsjokull,Iceland,371090
Vestmannaeyjar,Iceland,372010
Eyjafjallajokull,Iceland,372020
Katla,Iceland,372030
Tindfjallajokull,Iceland,372040
Torfajokull,Iceland,372050
Hekla,Iceland,372070
Grimsvotn,Iceland,373010
Bardarbunga,Iceland,373030
Tungnafellsjokull,Iceland,373040
Kverkfjoll,Iceland,373050
Askja,Iceland,373060
Fremrinamar,Iceland,373070
Krafla,Iceland,373080
Theistareykir,Iceland,373090
Tjornes Fracture Zone,Iceland,373100
Oraefajokull,Iceland,374010
Esjufjoll,Iceland,374020
Kolbeinsey Ridge,Iceland,375010
Jan Mayen,Norway,376010
East Gakkel Ridge at 85°E,Undersea Features,377020
Pico Fracture Zone,Undersea Features,381040
Flores,Portugal,382001
Corvo,Portugal,382002
Fayal,Portugal,382010
Pico,Portugal,382020
San Jorge,Portugal,382030
Graciosa,Portugal,382040
Terceira,Portugal,382050
Don Joao de Castro Bank,Portugal,382070
Sete Cidades,Portugal,382080
Picos Volcanic System,Portugal,382081
Agua de Pau,Portugal,382090
Furnas,Portugal,382100
Monaco Bank,Portugal,382110
Madeira,Portugal,382120
La Palma,Spain,383010
Hierro,Spain,383020
Tenerife,Spain,383030
Gran Canaria,Spain,383040
Fuerteventura,Spain,383050
Lanzarote,Spain,383060
Fogo,Cape Verde,384010
Brava,Cape Verde,384020
Romanche Fracture Zone,Undersea Features,385030
Ascension,United Kingdom,385050
Unnamed,Undersea Features,385052
Tristan da Cunha,United Kingdom,386010
Nightingale Island,United Kingdom,386011
Bouvet,Norway,386020
Buckle Island,Antarctica,390010
Young Island,Antarctica,390011
Sturge Island,Antarctica,390012
"Pleiades, The",Antarctica,390013
Melbourne,Antarctica,390015
Unnamed,Antarctica,390016
Morning,Antarctica,390017
Erebus,Antarctica,390020
Royal Society Range,Antarctica,390021
Berlin,Antarctica,390022
Andrus,Antarctica,390023
Waesche,Antarctica,390024
Siple,Antarctica,390025
Toney Mountain,Antarctica,390026
Takahe,Antarctica,390027
Hudson Mountains,Antarctica,390028
Peter I Island,Antarctica,390029
Deception Island,Antarctica,390030
Penguin Island,Antarctica,390031
Bridgeman Island,Antarctica,390040
Paulet,Antarctica,390041
Seal Nunataks Group,Antarctica,390050
Southern Thule,United Kingdom,390070
Bristol Island,United Kingdom,390080
Montagu Island,United Kingdom,390081
Saunders,United Kingdom,390090
Candlemas Island,United Kingdom,390100
Hodson,United Kingdom,390110
Leskov Island,United Kingdom,390120
Zavodovski,United Kingdom,390130
Protector Seamounts,United Kingdom,390140
James Ross Island,Antarctica,390829
Melville,Antarctica,390847
